"","suma","srednia","maksimum","minimum","<1km","1-2km","2km<","10km<"
"wszyscy",1380110,1.56233768110339,7136.04897902855,0,521632,509089,349389,7
"mezczyzni",876368,1.54540296284091,7136.04897902855,0,344330,319721,212317,5
"kobiety",297078,1.58398661113434,11.452929110765,0,106373,111254,79451,1
"niezdefiniowane",206664,1.60302993683501,7134.69468456974,0,70929,78114,57621,1
