"","suma","srednia","maksimum","minimum","<1km","1-2km","2km<","10km<"
"wszyscy",1240596,1.39818115068206,12.1367916468758,0,549171,440036,251389,23
"mezczyzni",904522,1.38156744687672,12.0348113622125,0,409684,316759,178079,16
"kobiety",279106,1.42286005582829,12.1367916468758,0,118161,102631,58314,6
"niezdefiniowane",56968,1.54105838164816,10.5458949084389,0,21326,20646,14996,1
