"","suma","srednia","maksimum","minimum","<1km","1-2km","2km<","10km<"
"wszyscy",1816498,1.59522771526903,7133.4160028811,0,682078,644796,489624,22
"mezczyzni",1162011,1.56680197196726,7133.4160028811,0,456674,408532,296805,14
"kobiety",422385,1.64894993032964,11.2326423208636,0,149428,151940,121017,6
"niezdefiniowane",232102,1.63977523571895,11.1992884996983,0,75976,84324,71802,2
