"","suma","srednia","maksimum","minimum","<1km","1-2km","2km<","10km<"
"wszyscy",843114,1.41693756595525,11.0791092408765,0,368659,300384,174071,26
"mezczyzni",621749,1.40311254788823,11.0791092408765,0,276964,220359,124426,21
"kobiety",181266,1.44202456492698,10.4243827878781,0,76242,65783,39241,2
"niezdefiniowane",40099,1.51789447766232,10.3139211555889,0,15453,14242,10404,3
