"","suma","srednia","maksimum","minimum","<1km","1-2km","2km<","10km<"
"wszyscy",804125,1.42711862528637,10.7395864022335,0,329353,306357,168415,1
"mezczyzni",568231,1.4096248896977,9.85802071902469,0,238118,215687,114426,0
"kobiety",166368,1.44389402910585,8.37624100639655,0,66615,64144,35609,0
"niezdefiniowane",69526,1.52995198956227,10.7395864022335,0,24620,26526,18380,1
